ID,Label,Text
5277,ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
5276,ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
5275,ham,Oh yeah clearly it's my fault
5274,ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
5273,ham,Its too late:)but its k.wish you the same.
5272,ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
5271,ham,So u wan 2 come for our dinner tonight a not?
4934,ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
4933,ham,Hey do you want anything to buy:)
4932,ham,Once free call me sir.
4931,ham,Match started.india  &lt
4930,ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
4927,ham,Just hopeing that wasn���t too pissed up to remember and has gone off to his sisters or something!
4926,ham,Wanna do some art?! :D
4925,ham,"Oh yes, why is it like torture watching england?"
4924,ham,Ok... Let u noe when i leave my house.
4923,ham,We can go 4 e normal pilates after our intro...  
4922,ham,Oh yah... We never cancel leh... Haha 
4920,ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
4919,ham,"G says you never answer your texts, confirm/deny"
4918,ham,Re your call
4917,ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
4915,ham,"Just dropped em off, omw back now"
4914,ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
4913,ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
4911,ham,I am on the way to tirupur.
4910,ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
4909,ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
4908,ham,Will do. Have a good day
4907,ham,"I'm in solihull, | do you want anything?"
4906,ham,Then anything special?
4905,ham,Will you come online today night
4903,ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
4902,ham,"""\I;m reaching in another 2 stops.\"""""""""""
4900,ham,Taka lor. Wat time u wan 2 come n look 4 us?
4898,ham,"Haha, that was the first person I was gonna ask"
4897,ham,Oh for fuck's sake she's in like tallahassee
4895,ham,2 and half years i missed your friendship:-)
4892,ham,Send me the new number
4891,ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
4890,ham,Its worse if if uses half way then stops. Its better for him to complete it.
4889,ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
4887,ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
4885,ham,Or just do that 6times
4884,ham,Poor girl can't go one day lmao
4883,ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
4881,ham,As usual u can call me ard 10 smth.
4880,ham,When/where do I pick you up
4879,ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
4878,ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie
4876,ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
4874,ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
4873,ham,Wat happened to the cruise thing
4872,ham,Lol! Oops sorry! Have fun. 
4871,ham,Hi dis is yijue i would be happy to work wif �_ all for gek1510...
4870,ham,Well. You know what i mean. Texting
4869,ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
4868,ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt
4866,ham,Okey dokey swashbuckling stuff what oh.
4865,ham,"""Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"""" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"""""""
4864,ham,I'm really sorry I lit your hair on fire
4863,ham,Sorry da..today i wont come to play..i have driving clas..
4860,ham,Nokia phone is lovly..
4859,ham,"""\Response\"""" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"""
4858,ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
4856,ham,Thanks  and ! Or bomb and date as my phone wanted to say! 
4855,ham,yes baby! I need to stretch open your pussy!
4854,ham,Same to u...
4853,ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
4852,ham,I'm fine. Hope you are also
4851,ham,I liked your new house
4850,ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
4849,ham,Maybe you should find something else to do instead???
4848,ham,either way works for me. I am  &lt
4847,ham,S.this will increase the chance of winning.
4845,ham,Pls help me tell Ashley that i cant find her number oh
4844,ham,Missing you too.pray inshah allah
4842,ham,I need details about that online job.
4841,ham,"Awesome, that gonna be soon or later tonight?"
4840,ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
4838,ham,That's one of the issues but california is okay. No snow so its manageable
4837,ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
4836,ham,....photoshop makes my computer shut down.
4835,ham,Yay can't wait to party together!
4834,ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
4833,ham,I hope your pee burns tonite.
4831,ham,Rats. Hey did u ever vote for the next themes?
4830,ham,Po de :-):):-):-):-). No need job aha.
4829,ham,"""The word \Checkmate\"""" in chess comes from the Persian phrase \""""Shah Maat\"""" which means; \""""the king is dead..\"""" Goodmorning.. Have a good day..:)"""""""
4828,ham,"How long before you get reply, just defer admission til next semester"
4827,ham,Lol no. Just trying to make your day a little more interesting
4826,ham,Yup but it's not giving me problems now so mayb i'll jus leave it...
4825,ham,"Haha, just what I was thinkin"
4824,ham,I am going to sleep. I am tired of travel.
4823,ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
4822,ham,:-) :-)
4820,ham,Im good! I have been thinking about you...
4818,ham,Got smaller capacity one? Quite ex...
4817,ham,How's ur paper?
4816,ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
4815,ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
4814,ham,�� no home work to do meh... 
4812,ham,i can call in  &lt
4811,ham,"fyi I'm at usf now, swing by the room whenever"
4810,ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
4809,ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
4808,ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
4807,ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
4805,ham,Call me when u finish then i come n pick u.
4804,ham,Sorry for the delay. Yes masters
4803,ham,"Er, hello, things didn���t quite go to plan ��� is limping slowly home followed by aa and with exhaust hanging off"
4802,ham,How do you plan to manage that
4800,ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
4799,ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
4798,ham,I dont know why she.s not getting your messages
4797,ham,Just come home. I don't want u to be miserable
4794,ham,Saw Guys and Dolls last night with Patrick Swayze it was great
4793,ham,Sorry that was my uncle. I.ll keep in touch
4792,ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
4791,ham,Gd luck 4 ur exams :-)
4790,ham,Send me your resume:-)
4789,ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
4788,ham,We're on the opposite side from where we dropped you off
4787,ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
4786,ham,�� thk of wat to eat tonight.
4785,ham,Holy living christ what is taking you so long
4783,ham,Indeed and by the way it was either or - not both !
4782,ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
4781,ham,"Call me, i am senthil from hsbc."
4780,ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
4779,ham,Sen told that he is going to join his uncle finance in cbe
4778,ham,O we cant see if we can join denis and mina? Or does denis want alone time
4777,ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
4776,ham,Sorry completely forgot * will pop em round this week if your still here?
4775,ham,Quite lor. But dun tell him wait he get complacent...
4773,ham,U repeat e instructions again. Wat's e road name of ur house?
4772,ham,Ok then u tell me wat time u coming later lor.
4770,ham,Hi..i got the money da:)
4769,ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
4768,ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
4767,ham,I'm not sure if its still available though
4765,ham,Whens your radio show?
4764,ham,if you text on your way to cup stop that should work. And that should be BUS
4763,ham,Hi.:)technical support.providing assistance to us customer through call and email:)
4762,ham,Prepare to be pleasured :)
4761,ham,Me too! Have a lovely night xxx
4760,ham,It's ̩ only $140 ard...�� rest all ard $180 at least...Which is ̩ price 4 ̩ 2 bedrm ($900)
4759,ham,I'm home. Doc gave me pain meds says everything is fine.
4756,ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
4755,ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
4754,ham,U wan 2 haf lunch i'm in da canteen now.
4753,ham,Ok lor... Or u wan me go look 4 u?
4751,ham,Well boy am I glad G wasted all night at applebees for nothing
4749,ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
4748,ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
4747,ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
4746,ham,"When you just put in the + sign, choose my number and the pin will show. Right?"
4745,ham,Orh i tot u say she now still dun believe.
4743,ham,"""\Thinking of u ;) x\"""""""""""
4740,ham,Many more happy returns of the day. I wish you happy birthday.
4739,ham,"""I keep seeing weird shit and bein all \woah\"""" then realising it's actually reasonable and I'm all \""""oh\"""""""""""
4738,ham,We have pizza if u want
4737,ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
4736,ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
4735,ham,"Not for possession, especially not first offense"
4734,ham,Oh k:)after that placement there ah?
4732,ham,Good Morning my Dear Shijutta........... Have a great &amp
4731,ham,Wat time r �_ going to xin's hostel?
4730,ham,K:)eng rocking in ashes:)
4729,ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .
4728,ham,I've reached already.
4727,ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt
4725,ham,Jason says it's cool if we pick some up from his place in like an hour
4724,ham,"There'll be a minor shindig at my place later tonight, you interested?"
4722,ham,HELLO PEACH! MY CAKE TASTS LUSH!
4721,ham,"I'm home, my love ... If your still awake ... *loving kiss*"
4720,ham,"Yup. Anything lor, if u dun wan it's ok..."
4719,ham,Forgot to tell �_ smth.. Can �_ like number the sections so that it's clearer..
4718,ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
4716,ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
4715,ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
4714,ham,S:)8 min to go for lunch:)
4713,ham,Oops i thk i dun haf enuff... I go check then tell �_..
4712,ham,Big brother���s really scraped the barrel with this shower of social misfits
4711,ham,Thats cool princess! I will cover your face in hot sticky cum :)
4710,ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
4709,ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-)
4708,ham,"Haha awesome, I might need to take you up on that, what you doin tonight?"
4707,ham,"Did you say bold, then torch later. Or one torch and 2bold?"
4706,ham,Wif my family booking tour package.
4705,ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
4704,ham,Hey anyway i have to :-)
4703,ham,Yar but they say got some error.
4685,ham,But pls dont play in others life.
4684,ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
4682,ham,Ok u can take me shopping when u get paid =D
4681,ham,"Haha yeah, 2 oz is kind of a shitload"
4680,ham,Are you staying in town ?
4679,ham,"That's cool he'll be here all night, lemme know when you're around"
4678,ham,Sry da..jst nw only i came to home..
4677,ham,It is a good thing I'm now getting the connection to bw
4676,ham,Wewa is 130. Iriver 255. All 128 mb.
4675,ham,�� ready then call me...
4673,ham,I'm leaving my house now.
4672,ham,I forgot 2 ask �_ all smth.. There's a card on da present lei... How? �� all want 2 write smth or sign on it?
4670,ham,"Probably not, I'm almost out of gas and I get some cash tomorrow"
4669,ham,"I didnt get ur full msg..sometext is missing, send it again"
4668,ham,"""When I was born, GOD said, \Oh No! Another IDIOT\"""". When you were born"""
4667,ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
4666,ham,I send the print  outs da.
4665,ham,Not..tel software name..
4664,ham,Ok set let u noe e details later...
4663,ham,Mum not going robinson already.
4662,ham,No. Yes please. Been swimming?
4661,ham,Ladies first and genus second k .
4660,ham,Ok no prob...
4659,ham,You call him and tell now infront of them. Call him now.
4657,ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
4655,ham,"K, I'll work something out"
4654,ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
4652,ham,Lol yes. But it will add some spice to your day.
4651,ham,Where r e meeting tmr?
4649,ham,"""Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"""". . . But don't \""""DRIVE \"""""""""""
5571,ham,Rofl. Its true to its name
5570,ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
5569,ham,"Pity, * was in mood for that. So...any other suggestions?"
5568,ham,Will �_ b going to esplanade fr home?
5565,ham,Huh y lei...
5564,ham,Why don't you wait 'til at least wednesday to see if you get your .
5563,ham,Ard 6 like dat lor.
5562,ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
5561,ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
5560,ham,Anything lor. Juz both of us lor.
5559,ham,if you aren't here in the next  &lt
5557,ham,No. I meant the calculation is the same. That  &lt
5556,ham,Yes i have. So that's why u texted. Pshew...missing you so much
5555,ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
5554,ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
5552,ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
5551,ham,Wen did you get so spiritual and deep. That's great
5550,ham,"Cool, what time you think you can get here?"
5549,ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
5548,ham,"No, I was trying it all weekend ;V"
5546,ham,Ic. There are a lotta childporn cars then.
5545,ham,Hi its in durban are you still on this number
5544,ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
5543,ham,U still havent got urself a jacket ah?
5542,ham,Armand says get your ass over to epsilon
5541,ham,Yeah it's jus rite...
5538,ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
5536,ham,Aiyah ok wat as long as got improve can already wat...
5534,ham,Ok which your another number
5533,ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. "
5532,ham,happened here while you were adventuring
5531,ham,Compliments to you. Was away from the system. How your side.
5530,ham,I think that tantrum's finished so yeah I'll be by at some point
5529,ham,What about this one then.
5528,ham,Its just the effect of irritation. Just ignore it
5527,ham,"Total disappointment, when I texted you was the craziest shit got :("
5525,ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
5523,ham,Going to join tomorrow.
5522,ham,Thats cool. I want to please you...
5521,ham,You are a big chic. Common. Declare
5520,ham,No. I dont want to hear anything
5519,ham,Can you pls send me that company name. In saibaba colany
5518,ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
5517,ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
5516,ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
5515,ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
5514,ham,Oh... Okie lor...We go on sat... 
5513,ham,Yes. Please leave at  &lt
5512,ham,"Just making dinner, you ?"
5511,ham,"It���s reassuring, in this crazy world."
5509,ham,Lol they were mad at first but then they woke up and gave in.
5508,ham,"Machan you go to gym tomorrow,  i wil come late goodnight."
4988,ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
4987,ham,Which channel:-):-):):-).
4986,ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
4985,ham,That's y u haf 2 keep me busy...
4984,ham,Dont let studying stress you out. L8r.
4982,ham,Networking job is there.
4981,ham,Slept? I thinkThis time ( &lt
4980,ham,I said its okay. Sorry
4979,ham,So what u doing today?
4978,ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
4977,ham,JADE ITS PAUL. Y DIDN��T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
4975,ham,You are gorgeous! keep those pix cumming :) thank you!
4974,ham,Yar... I tot u knew dis would happen long ago already.
4973,ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
4647,ham,We are okay. Going to sleep now. Later
4646,ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
4644,ham,Are you planning to come chennai?
4642,ham,Sorry i din lock my keypad.
4640,ham,Havent.
4639,ham,Do you hide anythiing or keeping distance from me
4638,ham,Of course. I guess god's just got me on hold right now.
4637,ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
4635,ham,K k pa Had your lunch aha.
4634,ham,How come i din c �_... Yup i cut my hair...
4633,ham,These won't do. Have to move on to morphine
4632,ham,Oh wow thats gay. Will firmware update help
4630,ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
4629,ham,Everybody had fun this evening. Miss you.
4628,ham,Only saturday and sunday holiday so its very difficult:)
4625,ham,Lol ... I knew that .... I saw him in the dollar store
4624,ham,I'm on the bus. Love you
4623,ham,Jus finish blowing my hair. U finish dinner already?
4622,ham,"""U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"""" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."""""""
4621,ham,They finally came to fix the ceiling.
4620,ham,"Received, understood n acted upon!"
4619,ham,THIS IS A LONG FUCKIN SHOWR
4618,ham,"Sorry, I'll call later In meeting."
4617,ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
4616,ham,Good. do you think you could send me some pix? I would love to see your top and bottom...
4615,ham,�� called dad oredi...
4613,ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
4612,ham,How much you got for cleaning
4611,ham,Sorry da. I gone mad so many pending works what to do.
4610,ham,Wat time �_ finish?
4609,ham,Just glad to be talking to you.
4608,ham,Y de asking like this.
4607,ham,We live in the next  &lt
4606,ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
4605,ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
4604,ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
4603,ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
4602,ham,And I don't plan on staying the night but I prolly won't be back til late
4601,ham,\Hey j! r u feeling any better
4599,ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
4598,ham,Have you laid your airtel line to rest?
4597,ham,I'm stuck in da middle of da row on da right hand side of da lt... 
4596,ham,Full heat pa:-) i have applyed oil pa.
4595,ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
4594,ham,Yo sorry was in the shower sup
4593,ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
4592,ham,It's ok i wun b angry. Msg u aft i come home tonight.
4591,ham,Right it wasnt you who phoned it was someone with a number like yours!
4588,ham,Have you not finished work yet or something?
4587,ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
4586,ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
4583,ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
4581,ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
4580,ham,Not course. Only maths one day one chapter with in one month we can finish.
4579,ham,Hi ....My engagement has been fixd on  &lt
4578,ham,No plans yet. What are you doing ?
4574,ham,Not directly behind... Abt 4 rows behind �_...
4573,ham,:( but your not here....
4571,ham,Omg how did u know what I ate?
4570,ham,\CHA QUITEAMUZING THAT��SCOOL BABE
4568,ham,At WHAT TIME should i come tomorrow
4567,ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
4566,ham,But you were together so you should be thinkin about him
4565,ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt
4563,ham,Tell me again what your address is
4562,ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
4561,ham,How much u trying to get?
4560,ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
4559,ham,I'm awake oh. What's up.
4558,ham,Think + da. You wil do.
4557,ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
4556,ham,I am in hospital da. . I will return home in evening
4555,ham,Gettin rdy to ship comp
4553,ham,Try to do something dear. You read something for exams
4552,ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
4551,ham,"""\SYMPTOMS\"""" when U are in love: \""""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"""""""
4550,ham,Great. Have a safe trip. Dont panic surrender all.
4549,ham,"""\Hey! do u fancy meetin me at 4 at cha �� hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\"""""""""""
4548,ham,"Haha, my friend tyler literally just asked if you could get him a dubsack"
4546,ham,Hey mate. Spoke to the mag people. We���re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
4545,ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
4544,ham,Never y lei... I v lazy... Got wat? Dat day �_ send me da url cant work one...
4543,ham,when you and derek done with class?
4542,ham,I've been trying to reach him without success
4540,ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
4539,ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
4538,ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
4537,ham,Dare i ask... Any luck with sorting out the car?
4536,ham,Normally i use to drink more water daily:)
4534,ham,IM LATE TELLMISS IM ON MY WAY
4533,ham,I have no money 4 steve mate! !
4531,ham,Ok both our days. So what are you making for dinner tonite? Am I invited?
4530,ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
4529,ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
4528,ham,"Hiya, probably coming home * weekend after next"
4527,ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
4526,ham,Understand. his loss is my gain :) so do you work? School?
4524,ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
4523,ham,I've sent �_ my part..
4522,ham,Actually I decided I was too hungry so I haven't left yet :V
4521,ham,DO U WANT 2 MEET UP 2MORRO
4520,ham,Hi good mornin.. Thanku wish u d same..
4519,ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
4518,ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
4517,ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
4516,ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
4514,ham,That was random saw my old roomate on campus. He graduated
4513,ham,"Sure, whenever you show the fuck up &gt;:("
4511,ham,Now project pa. After that only i can come.
4510,ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
4509,ham,This weekend is fine (an excuse not to do too much decorating)
4508,ham,�� takin linear algebra today?
4507,ham,Not able to do anything.
4506,ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. �� got a lot of work ar?
4505,ham,When are you guys leaving?
4503,ham,She told to hr that he want posting in chennai:)because i'm working here:)
4501,ham,Wot is u up 2 then bitch?
4500,ham,So wat's da decision?
4499,ham,Nvm take ur time.
4495,ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
4494,ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
4493,ham,Man this bus is so so so slow. I think you're gonna get there before me
4492,ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
4491,ham,Probably a couple hours tops
4490,ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
4489,ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt
4488,ham,The new deus ex game comin early next yr
4487,ham,Call me when you get the chance plz &lt
